vin,reported_odometer,ecu_ecm,ecu_tcm,ecu_abs,ecu_airbag,ecu_cluster,engine_hours,max_variance,avg_speed,is_tampered
MA3ERLF3800005226,19506,19250,19476,19385,19397,19506,518.72,256,37.6,1
MA3ERLF3800005227,21072,21188,21055,21002,20909,21192,631.12,283,33.39,0
MA3ERLF3800005228,129972,130010,130056,129954,130146,129799,4068.83,347,31.94,0
MA3ERLF3800005229,79489,79498,79570,79512,79663,79494,1502.53,169,52.9,0
MA3ERLF3800005230,54457,54420,54460,54399,54452,54598,1254.87,199,43.4,0
MA3ERLF3800005231,67612,67498,67525,67432,67800,67763,1603.21,368,42.17,0
MA3ERLF3800005232,18358,37158,37191,18277,18252,18358,1106.53,18939,16.59,1
MA3ERLF3800005233,147863,147759,147696,147979,147681,147977,4149.25,298,35.64,0
MA3ERLF3800005234,35765,81603,81546,35690,35867,35765,1942.79,45913,18.41,1
MA3ERLF3800005235,85609,85539,85684,85461,85564,85426,1772.86,258,48.29,0
MA3ERLF3800005236,65878,65968,65737,66048,65732,66037,1711.76,316,38.49,0
MA3ERLF3800005237,75332,75349,75338,75204,75480,75292,2017.26,276,37.34,0
MA3ERLF3800005238,63008,153503,153422,63156,62996,63008,2822.47,90507,22.32,1
MA3ERLF3800005239,37751,91368,91323,91392,37660,37751,2737.36,53732,13.79,1
MA3ERLF3800005240,35121,61915,61914,61665,61685,35121,1173.01,26794,29.94,1
MA3ERLF3800005241,123324,123145,123250,123227,123302,123183,3916.44,157,31.49,0
MA3ERLF3800005242,62002,61965,61919,62115,61912,62188,1272.48,276,48.73,0
MA3ERLF3800005243,155623,155469,155800,155432,155700,155780,3186.66,368,48.84,0
MA3ERLF3800005244,17910,71890,71797,17863,17974,17910,2111.36,54027,8.48,1
MA3ERLF3800005245,58197,58292,58381,58023,58332,58002,1286.7,379,45.23,0
MA3ERLF3800005246,124358,124251,124373,124433,124372,124474,3592.76,223,34.61,0
MA3ERLF3800005247,159867,159964,160008,159669,159922,159861,4080.56,339,39.18,0
MA3ERLF3800005248,76844,76798,76698,76727,76736,76674,1430.94,124,53.7,0
MA3ERLF3800005249,155067,154999,155050,155225,154964,154908,4692.85,317,33.04,0
MA3ERLF3800005250,124237,124286,124351,124326,124437,124317,3722.76,151,33.37,0
MA3ERLF3800005251,126933,126753,126824,126988,127013,127052,2570.67,299,49.38,0
MA3ERLF3800005252,110764,110915,110928,110864,110698,110910,2224.17,230,49.8,0
MA3ERLF3800005253,128671,160775,160669,160746,128803,128671,4189.38,32104,30.71,1
MA3ERLF3800005254,146890,146825,146814,146713,147053,146889,3171.91,340,46.31,0
MA3ERLF3800005255,43204,43125,43259,43140,43371,43135,1274.63,246,33.9,0
MA3ERLF3800005256,91989,91936,91983,91943,91889,92040,1935.11,151,47.54,0
MA3ERLF3800005257,116739,116596,116572,116811,116860,116733,3722.91,288,31.36,0
MA3ERLF3800005258,146242,146400,146413,146286,146362,146200,2747.06,213,53.24,0
MA3ERLF3800005259,54997,114104,114220,114257,54858,54997,2310.4,59399,23.8,1
MA3ERLF3800005260,147667,147528,147826,147690,147762,147803,2842.59,298,51.95,0
MA3ERLF3800005261,35963,35971,35806,36096,36137,36048,926.68,331,38.81,0
MA3ERLF3800005262,21917,58600,58490,58559,21900,21917,1625.68,36700,13.48,1
MA3ERLF3800005263,92392,92498,92512,92419,92541,92202,2063.01,339,44.79,0
MA3ERLF3800005264,135419,135596,135245,135470,135393,135281,2494.73,351,54.28,0
MA3ERLF3800005265,125295,125189,125204,125142,125271,125164,2413.16,129,51.92,0
MA3ERLF3800005266,161679,161868,161638,161856,161800,161834,4827.6,230,33.49,0
MA3ERLF3800005267,139084,139263,139053,139121,139119,139261,3235.12,210,42.99,0
MA3ERLF3800005268,71970,72159,72036,71819,72139,71822,1547.19,340,46.52,0
MA3ERLF3800005269,15618,29798,29575,29632,29812,15618,593.47,14194,26.32,1
MA3ERLF3800005270,66251,66092,66362,66280,66182,66219,1857.89,270,35.66,0
MA3ERLF3800005271,68140,98798,98912,98813,98708,68140,2478.39,30772,27.49,1
MA3ERLF3800005272,19835,19677,19764,19784,19950,19808,419.64,273,47.27,0
MA3ERLF3800005273,165647,165731,165842,165782,165845,165587,4077.11,258,40.63,0
MA3ERLF3800005274,109808,109905,109894,109702,109963,109622,2049.87,341,53.57,0
MA3ERLF3800005275,163283,163210,163356,163227,163409,163257,3946.86,199,41.37,0
MA3ERLF3800005276,170070,170192,170010,170009,169991,170251,3365.28,260,50.54,0
MA3ERLF3800005277,126302,126319,126139,126441,126351,126474,3409.5,335,37.04,0
MA3ERLF3800005278,43886,171470,171354,171383,43938,43886,3783.28,127584,11.6,1
MA3ERLF3800005279,67679,67792,67547,67545,67791,67671,1257.93,247,53.8,0
MA3ERLF3800005280,124552,124567,124409,124636,124723,124729,3178.1,320,39.19,0
MA3ERLF3800005281,52182,52256,52111,52062,52270,52021,1510.41,249,34.55,0
MA3ERLF3800005282,42367,152403,152403,42425,42258,42367,3335.8,110145,12.7,1
MA3ERLF3800005283,129385,129298,129448,129357,129440,129551,4166.47,253,31.05,0
MA3ERLF3800005284,60531,60428,60590,60519,60666,60404,1851.33,262,32.7,0
MA3ERLF3800005285,114147,114111,114343,114294,113964,114112,3558.17,379,32.08,0
MA3ERLF3800005286,74886,74705,74686,74881,74986,74837,1386.73,300,54.0,0
MA3ERLF3800005287,26440,55830,55761,55688,55820,26440,1020.08,29390,25.92,1
MA3ERLF3800005288,111543,143128,143226,143099,143157,111543,2772.8,31683,40.23,1
MA3ERLF3800005289,35065,158666,158783,158829,35087,35065,5180.29,123764,6.77,1
MA3ERLF3800005290,132181,132326,131996,132329,132065,132197,4388.87,333,30.12,0
MA3ERLF3800005291,65391,65335,65192,65291,65549,65230,1570.9,357,41.63,0
MA3ERLF3800005292,59581,139038,138979,139084,59538,59581,3345.95,79546,17.81,1
MA3ERLF3800005293,15579,15429,15704,15659,15494,15659,312.72,275,49.82,0
MA3ERLF3800005294,82309,82261,82476,82129,82479,82160,1882.34,350,43.73,0
MA3ERLF3800005295,79147,79057,79173,79299,79208,79153,2126.27,242,37.22,0
MA3ERLF3800005296,22741,152668,152621,152776,22844,22741,4460.32,130035,5.1,1
MA3ERLF3800005297,126470,126581,126321,126317,126352,126437,3327.06,264,38.01,0
MA3ERLF3800005298,18548,18550,18612,18506,18718,18499,439.9,219,42.16,0
MA3ERLF3800005299,67945,67841,67760,68096,67945,67914,1619.8,336,41.95,0
MA3ERLF3800005300,18463,38724,38558,18461,18597,18463,1064.54,20263,17.34,1
MA3ERLF3800005301,18437,70674,70639,18400,18338,18437,1484.9,52336,12.42,1
MA3ERLF3800005302,158195,158105,158289,158045,158205,158157,2935.89,244,53.88,0
MA3ERLF3800005303,83226,132594,132778,132774,83202,83226,2447.58,49576,34.0,1
MA3ERLF3800005304,171390,171588,171222,171196,171295,171505,4091.28,392,41.89,0
MA3ERLF3800005305,61730,61659,61812,61651,61717,61622,1862.41,190,33.15,0
MA3ERLF3800005306,23038,95896,95966,95901,23166,23038,2442.07,72928,9.43,1
MA3ERLF3800005307,92346,92364,92445,92189,92340,92336,2283.5,256,40.44,0
MA3ERLF3800005308,27166,27287,27257,27182,27032,27335,601.17,303,45.19,0
MA3ERLF3800005309,17649,34757,34722,34603,17587,17649,713.27,17170,24.74,1
MA3ERLF3800005310,19369,19199,19253,19381,19345,19328,545.52,182,35.51,0
MA3ERLF3800005311,48461,48552,48331,48393,48636,48337,1552.62,305,31.21,0
MA3ERLF3800005312,151309,151442,151442,151231,151121,151380,4451.52,321,33.99,0
MA3ERLF3800005313,60714,105658,105871,105792,60764,60714,1976.91,45157,30.71,1
MA3ERLF3800005314,28475,65877,66028,65987,28456,28475,1720.07,37572,16.55,1
MA3ERLF3800005315,82192,82254,82060,82116,82375,82116,2008.49,315,40.92,0
MA3ERLF3800005316,15345,66331,66433,15299,15278,15345,1702.29,51155,9.01,1
MA3ERLF3800005317,93659,146589,146666,93758,93802,93659,4138.59,53007,22.63,1
MA3ERLF3800005318,132844,133031,132856,132683,132744,132707,2501.71,348,53.1,0
MA3ERLF3800005319,107019,106873,107036,107160,106879,106869,2539.14,291,42.15,0
MA3ERLF3800005320,25670,51445,51313,25796,25701,25670,997.14,25775,25.74,1
MA3ERLF3800005321,16828,36120,36119,16974,16783,16828,837.07,19337,20.1,1
MA3ERLF3800005322,128099,128153,128155,128035,128292,128006,2928.51,286,43.74,0
MA3ERLF3800005323,136817,136863,136724,136972,136777,136917,3292.92,248,41.55,0
MA3ERLF3800005324,148387,148373,148306,148492,148312,148379,3351.37,186,44.28,0
MA3ERLF3800005325,168160,168110,168189,168218,168234,168053,3810.53,181,44.13,0
MA3ERLF3800005326,140833,140880,140932,140692,140665,140644,4689.87,288,30.03,0
MA3ERLF3800005327,164509,164512,164309,164418,164468,164487,4488.74,203,36.65,0
MA3ERLF3800005328,80627,139651,139766,80716,80535,80627,2654.2,59231,30.38,1
MA3ERLF3800005329,19434,153268,153217,19293,19391,19434,2816.25,133975,6.9,1
MA3ERLF3800005330,130577,130555,130621,130713,130581,130407,3578.16,306,36.49,0
MA3ERLF3800005331,33114,33304,32986,33093,32993,33110,687.8,318,48.14,0
MA3ERLF3800005332,102470,175336,175221,175210,102572,102470,4494.66,72866,22.8,1
MA3ERLF3800005333,142711,171279,171445,142638,142846,142711,4388.29,28807,32.52,1
MA3ERLF3800005334,112015,111845,111946,111905,112186,112009,2992.37,341,37.43,0
MA3ERLF3800005335,64114,130414,130280,64038,64094,64114,3537.91,66376,18.12,1
MA3ERLF3800005336,78074,77970,77905,78212,78212,77902,1665.88,310,46.87,0
MA3ERLF3800005337,66529,115098,115121,115155,114983,66529,2581.91,48626,25.77,1
MA3ERLF3800005338,18146,24482,24499,18076,18106,18146,452.29,6423,40.12,1
MA3ERLF3800005339,165616,165655,165621,165570,165606,165808,4619.07,238,35.85,0
MA3ERLF3800005340,39305,39290,39403,39220,39124,39378,1138.74,279,34.52,0
MA3ERLF3800005341,149829,149815,149672,149741,149861,149671,2933.71,190,51.07,0
MA3ERLF3800005342,43336,70517,70540,43266,43461,43336,2339.62,27274,18.52,1
MA3ERLF3800005343,119290,119335,119390,119316,119197,119418,3539.91,221,33.7,0
MA3ERLF3800005344,42818,81531,81437,81601,81647,42818,1905.52,38829,22.47,1
MA3ERLF3800005345,130085,130030,130084,130023,129923,130210,3402.87,287,38.23,0
MA3ERLF3800005346,110335,110318,110422,110280,110404,110200,2246.79,222,49.11,0
MA3ERLF3800005347,99144,99171,99092,99103,99041,99059,1809.65,130,54.79,0
MA3ERLF3800005348,67681,67660,67488,67717,67789,67618,1577.71,301,42.9,0
MA3ERLF3800005349,50635,50436,50734,50442,50615,50507,1037.99,298,48.78,0
MA3ERLF3800005350,41123,41244,41106,41264,41322,41250,808.84,216,50.84,0
MA3ERLF3800005351,25587,25769,25389,25467,25438,25630,619.68,380,41.29,0
MA3ERLF3800005352,134662,134842,134750,134842,134630,134693,3006.58,212,44.79,0
MA3ERLF3800005353,24431,73241,73116,73063,72982,24431,1599.16,48810,15.28,1
MA3ERLF3800005354,177793,177615,177979,177706,177702,177724,5052.69,364,35.19,0
MA3ERLF3800005355,145998,145897,145840,145800,146095,146016,3470.58,295,42.07,0
MA3ERLF3800005356,45492,121819,121730,121851,45398,45492,3666.74,76453,12.41,1
MA3ERLF3800005357,137719,137722,137542,137697,137550,137691,4443.35,180,30.99,0
MA3ERLF3800005358,19521,34516,34489,19532,19538,19521,888.12,14995,21.98,1
MA3ERLF3800005359,26688,26682,26501,26622,26556,26534,730.78,181,36.52,0
MA3ERLF3800005360,69927,69763,69735,69936,69971,70058,2200.84,323,31.77,0
MA3ERLF3800005361,121742,174089,174042,174095,174145,121742,3778.55,52403,32.22,1
MA3ERLF3800005362,54813,117921,117939,117810,54856,54813,3197.36,63126,17.14,1
MA3ERLF3800005363,147994,148034,147873,147983,148071,148097,3365.23,224,43.98,0
MA3ERLF3800005364,167848,167729,167833,167871,167879,167925,5509.52,196,30.47,0
MA3ERLF3800005365,52058,134088,134189,134042,134152,52058,2846.9,82131,18.29,1
MA3ERLF3800005366,60607,168222,168505,60514,60548,60607,3662.29,107991,16.55,1
MA3ERLF3800005367,19810,32766,32706,32755,19752,19810,630.87,13014,31.4,1
MA3ERLF3800005368,142826,142971,142898,142637,142907,142626,2735.67,345,52.21,0
MA3ERLF3800005369,156884,156899,157063,156849,157046,157061,3855.67,214,40.69,0
MA3ERLF3800005370,18010,17824,18208,17956,17874,18119,498.32,384,36.14,0
MA3ERLF3800005371,104408,104448,104374,104506,104212,104404,3460.3,294,30.17,0
MA3ERLF3800005372,93630,93667,93448,93820,93701,93648,1952.18,372,47.96,0
MA3ERLF3800005373,65282,65130,65192,65374,65378,65322,1201.92,248,54.31,0
MA3ERLF3800005374,163110,162989,162972,163245,163188,163273,3116.26,301,52.34,0
MA3ERLF3800005375,145359,145195,145347,145392,145239,145225,4236.4,197,34.31,0
MA3ERLF3800005376,65617,96295,96207,96377,65746,65617,2552.71,30760,25.7,1
MA3ERLF3800005377,15676,15493,15766,15582,15849,15567,377.26,356,41.55,0
MA3ERLF3800005378,42542,42350,42385,42712,42656,42494,951.6,362,44.71,0
MA3ERLF3800005379,111858,111787,111849,111665,111925,111748,2371.1,260,47.18,0
MA3ERLF3800005380,40729,97636,97679,40731,40614,40729,2173.08,57065,18.74,1
MA3ERLF3800005381,67518,67657,67445,67567,67630,67700,1518.37,255,44.47,0
MA3ERLF3800005382,26512,26343,26539,26463,26409,26570,547.2,227,48.45,0
MA3ERLF3800005383,170705,170885,170612,170793,170750,170654,4194.51,273,40.7,0
MA3ERLF3800005384,179830,179738,179672,179946,179907,179655,3282.97,291,54.78,0
MA3ERLF3800005385,18117,63682,63864,18205,18001,18117,1418.51,45863,12.77,1
MA3ERLF3800005386,22779,22872,22687,22803,22822,22977,414.75,290,54.92,0
MA3ERLF3800005387,145575,145775,145398,145698,145664,145404,4232.71,377,34.39,0
MA3ERLF3800005388,30016,29829,30107,29877,30014,30144,755.97,315,39.71,0
MA3ERLF3800005389,58225,58203,58188,58133,58326,58191,1136.4,193,51.24,0
MA3ERLF3800005390,136894,136920,136875,136993,136845,136887,3188.99,148,42.93,0
MA3ERLF3800005391,28708,28636,28611,28712,28812,28734,874.96,201,32.81,0
MA3ERLF3800005392,133582,133411,133633,133567,133561,133639,4088.5,228,32.67,0
MA3ERLF3800005393,89948,151942,152039,89966,90027,89948,3163.66,62091,28.43,1
MA3ERLF3800005394,48243,123703,123782,123932,123931,48243,3735.11,75689,12.92,1
MA3ERLF3800005395,82202,82311,82127,82020,82075,82351,2340.33,331,35.12,0
MA3ERLF3800005396,69593,69523,69431,69460,69708,69776,1633.44,345,42.61,0
MA3ERLF3800005397,173117,173113,173165,173233,173111,173046,4984.42,187,34.73,0
MA3ERLF3800005398,48975,86897,86883,86721,48994,48975,2074.48,37922,23.61,1
MA3ERLF3800005399,24637,149922,150175,150128,24561,24637,4609.22,125614,5.35,1
MA3ERLF3800005400,66408,66413,66269,66409,66552,66349,1575.85,283,42.14,0
MA3ERLF3800005401,36301,36285,36238,36421,36372,36407,1193.67,183,30.41,0
MA3ERLF3800005402,155810,155856,155919,155618,155852,155648,3802.46,301,40.98,0
MA3ERLF3800005403,27280,65565,65749,65643,27249,27280,1462.71,38500,18.65,1
MA3ERLF3800005404,16495,55372,55575,16619,16637,16495,1173.81,39080,14.05,1
MA3ERLF3800005405,125138,125032,125335,125223,125138,125000,3634.84,335,34.43,0
MA3ERLF3800005406,21618,21510,21777,21729,21817,21560,479.4,307,45.09,0
MA3ERLF3800005407,146939,146912,146891,146960,146894,146870,2733.82,90,53.75,0
MA3ERLF3800005408,99730,99816,99603,99823,99807,99557,1895.51,266,52.61,0
MA3ERLF3800005409,155474,155321,155302,155410,155468,155535,3926.67,233,39.59,0
MA3ERLF3800005410,174953,175131,175059,174853,175124,174809,3689.99,322,47.41,0
MA3ERLF3800005411,173828,174004,173752,173897,173823,173852,5390.88,252,32.24,0
MA3ERLF3800005412,34610,115411,115272,115446,115196,34610,3810.37,80836,9.08,1
MA3ERLF3800005413,119268,119421,119068,119331,119417,119285,3444.77,353,34.62,0
MA3ERLF3800005414,18700,18627,18535,18564,18887,18889,410.34,354,45.57,0
MA3ERLF3800005415,111880,111977,111892,111932,111990,112003,2201.94,111,50.81,0
MA3ERLF3800005416,23510,23678,23574,23487,23596,23360,684.11,318,34.37,0
MA3ERLF3800005417,159596,159730,159452,159757,159406,159539,4270.4,351,37.37,0
MA3ERLF3800005418,129349,129435,129504,129391,129497,129323,2484.59,181,52.06,0
MA3ERLF3800005419,28727,96590,96722,28684,28583,28727,2136.48,68139,13.45,1
MA3ERLF3800005420,33101,33210,32927,33110,33007,32949,692.39,283,47.81,0
MA3ERLF3800005421,90103,90052,90297,89958,89909,90009,1814.61,388,49.65,0
MA3ERLF3800005422,142859,142768,142779,142777,142924,143011,3501.33,243,40.8,0
MA3ERLF3800005423,67842,67826,68005,67985,67830,67830,1359.82,179,49.89,0
MA3ERLF3800005424,19660,19705,19722,19470,19470,19542,626.35,252,31.39,0
MA3ERLF3800005425,22151,128037,127898,22286,22162,22151,3025.35,105886,7.32,1
MA3ERLF3800005426,132445,132554,132637,132555,132316,132611,3163.64,321,41.86,0
MA3ERLF3800005427,17298,17430,17173,17157,17230,17159,557.07,273,31.05,0
MA3ERLF3800005428,120311,120440,120292,120201,120453,120436,3679.98,252,32.69,0
MA3ERLF3800005429,165963,165852,166009,165819,165984,165862,3033.43,190,54.71,0
MA3ERLF3800005430,152138,152269,152285,152134,151990,151968,3344.9,317,45.48,0
MA3ERLF3800005431,175118,175025,175251,175230,175258,175190,3360.28,233,52.11,0
MA3ERLF3800005432,46667,46536,46635,46603,46664,46495,1314.67,169,35.5,0
MA3ERLF3800005433,70532,145390,145645,145641,70413,70532,4717.74,75232,14.95,1
MA3ERLF3800005434,178033,178049,178168,178024,178147,177967,4304.54,201,41.36,0
MA3ERLF3800005435,20391,20213,20214,20415,20453,20352,670.72,240,30.4,0
MA3ERLF3800005436,50425,86799,86657,86756,86655,50425,1617.36,36374,31.18,1
MA3ERLF3800005437,58347,128325,128304,128512,128456,58347,2650.39,70165,22.01,1
MA3ERLF3800005438,93868,93900,94050,93746,94036,93918,2082.63,304,45.07,0
MA3ERLF3800005439,58003,58053,58196,57987,58167,57953,1224.79,243,47.36,0
MA3ERLF3800005440,37974,37887,37887,37908,37968,38074,884.69,187,42.92,0
MA3ERLF3800005441,130721,130892,130920,130850,130808,130660,2683.18,260,48.72,0
MA3ERLF3800005442,116894,116795,116831,116974,116789,116696,3235.74,278,36.13,0
MA3ERLF3800005443,90826,117947,117961,90913,90916,90826,2318.48,27135,39.17,1
MA3ERLF3800005444,19721,22383,22259,19719,19733,19721,548.48,2664,35.96,1
MA3ERLF3800005445,18442,47752,47696,47702,47620,18442,1186.65,29310,15.54,1
MA3ERLF3800005446,83467,83302,83637,83360,83391,83626,1838.09,335,45.41,0
MA3ERLF3800005447,16621,43923,43865,43763,43859,16621,1094.77,27302,15.18,1
MA3ERLF3800005448,19623,34783,34725,19639,19711,19623,1141.7,15160,17.19,1
MA3ERLF3800005449,48660,48683,48460,48745,48828,48685,1424.44,368,34.16,0
MA3ERLF3800005450,21940,177697,177780,21945,21976,21940,5322.82,155840,4.12,1
MA3ERLF3800005451,167834,167886,167653,167865,168032,168026,3061.28,379,54.82,0
MA3ERLF3800005452,44242,79823,79779,79626,44102,44242,2023.55,35721,21.86,1
MA3ERLF3800005453,40027,39883,40182,39947,40135,40004,912.74,299,43.85,0
MA3ERLF3800005454,138699,138638,138622,138597,138531,138822,2768.73,291,50.09,0
MA3ERLF3800005455,176508,176617,176323,176506,176422,176522,4712.08,294,37.46,0
MA3ERLF3800005456,27305,27386,27122,27141,27138,27303,590.8,264,46.22,0
MA3ERLF3800005457,24785,24838,24825,24827,24961,24658,774.39,303,32.01,0
MA3ERLF3800005458,40861,40939,40760,40810,40689,40885,1172.95,250,34.84,0
MA3ERLF3800005459,20099,45730,45451,45706,20110,20099,1063.96,25631,18.89,1
MA3ERLF3800005460,152780,152602,152926,152888,152683,152976,3061.81,374,49.9,0
MA3ERLF3800005461,145632,145584,145601,145480,145815,145815,3414.23,335,42.65,0
MA3ERLF3800005462,63486,154110,154142,63472,63340,63486,3177.66,90802,19.98,1
MA3ERLF3800005463,121630,121592,121465,121727,121647,121572,2699.6,262,45.05,0
MA3ERLF3800005464,149917,149766,149900,149946,149824,150028,3399.96,262,44.09,0
MA3ERLF3800005465,164624,164721,164687,164508,164662,164705,3761.4,213,43.77,0
MA3ERLF3800005466,91679,91861,91855,91759,91569,91724,1806.23,292,50.76,0
MA3ERLF3800005467,87849,87933,87804,87708,87884,88008,1810.49,300,48.52,0
MA3ERLF3800005468,64764,64747,64732,64642,64636,64828,1543.72,192,41.95,0
MA3ERLF3800005469,139035,138857,139202,139099,138868,138836,3720.95,366,37.37,0
MA3ERLF3800005470,32426,67982,67961,68025,68169,32426,2083.01,35743,15.57,1
MA3ERLF3800005471,156278,156173,156123,156470,156095,156101,3589.1,375,43.54,0
MA3ERLF3800005472,142800,142755,142870,142666,142944,142680,4417.27,278,32.33,0
MA3ERLF3800005473,23718,99310,99402,99441,23776,23718,3092.97,75723,7.67,1
MA3ERLF3800005474,69367,69169,69375,69179,69300,69277,1927.12,206,36.0,0
MA3ERLF3800005475,82353,82553,82550,82505,82298,82537,1722.67,255,47.81,0
MA3ERLF3800005476,95946,95916,96041,95899,95990,96025,2585.03,142,37.12,0
MA3ERLF3800005477,95449,95547,95451,95416,95603,95534,1905.44,187,50.09,0
MA3ERLF3800005478,16117,17920,17711,17634,16050,16117,565.79,1870,28.49,1
MA3ERLF3800005479,126037,126152,125897,125975,126013,125858,4179.23,294,30.16,0
MA3ERLF3800005480,80268,109767,109822,109823,109754,80268,3449.07,29555,23.27,1
MA3ERLF3800005481,108882,109008,108684,108836,109057,108753,2233.37,373,48.75,0
MA3ERLF3800005482,172095,171996,172189,172269,172076,172159,4504.81,273,38.2,0
MA3ERLF3800005483,112986,165253,165246,113052,113119,112986,4030.1,52267,28.04,1
MA3ERLF3800005484,28395,60935,60896,60772,28305,28395,2026.12,32630,14.01,1
MA3ERLF3800005485,72312,72433,72377,72459,72488,72272,1614.15,216,44.8,0
MA3ERLF3800005486,165218,165030,165046,165417,165096,165307,3075.49,387,53.72,0
MA3ERLF3800005487,17911,17756,17887,17987,17795,17737,372.48,250,48.09,0
MA3ERLF3800005488,44725,72717,72886,44683,44613,44725,1387.01,28273,32.25,1
MA3ERLF3800005489,44458,177569,177562,177585,44349,44458,3635.59,133236,12.23,1
